index,tweet,label,predicted_language
10015,"#Ghoshnapatra: गठबंधन की सरकार बनी तो आप उपमुख्यमंत्री बनेंगे?

जानें क्या बोले जयंत चौधरी

@Sheerin_sherry @jayantrld @pankajjha_

https://t.co/p8nVQWYM7F

#GhoshnapatraOnABP #KBM2022 #AssemblyElections2022 #JayantChoudhary #RLD https://t.co/cxR29tjB4p",0,4
10016,"@DmHapur महोदय व एसपी हापुड़ @deepakbhuker महोदय द्वारा #AssemblyElections2022 को निष्पक्ष/शांतिपूर्ण व सकुशल सम्पन्न कराए जाने हेतु #मतदान_केंद्रों/#बूथों का निरीक्षण कर सम्बन्धित को आवश्यक दिशा-निर्देश दिए जा रहे हैं।
#YourVoteMatters
#AgelessDemocracy 
#uppolice https://t.co/bHPVP5K7wa",0,4
10017,"#Delhi : चुनाव आयोग का बड़ा फैसला 1 हजार तक सार्वजनिक जनसभा की मिली अनुमति, बड़ी रैलियों पर जारी रहेगा प्रतिबंध

#AssemblyElections2022 @ECISVEEP @SpokespersonECI @INCIndia @BJP4India @samajwadiparty @AamAadmiParty @bspindia 

https://t.co/92JLjTRGeg",0,4
10018,"LIVE | महंगाई पर पड़े वोट....तो नेताजी पर पड़ेगी चोट?

सुमित अवस्थी (@awasthis) के साथ इंडिया का पसंदीदा शो 

इंडिया चाहता है - https://t.co/SdLKs7vqv5

#IndiaChahtaHai #Elections2022 #AssemblyElections2022 #UPElections2022 https://t.co/qx6vrmHWZM",0,4
10019,"#SP_Bhadohi @dranilips के निर्देशन में जनपदीय पुलिस द्वारा किया गया सराहनीय कार्य👇
➡️ औराई पुलिस को मिली सफलता
➡️ 04 अभियुक्त गिरफ्तार एवं 01 अपचारी हिरासत में
➡️ चोरी व नकबजनी का माल बरामद
#bhadohipolice_in_news
#UPPInNews 
#AssemblyElections2022 https://t.co/KXBi1a1w6o https://t.co/tfYaL8ECAG",0,4
10020,"उत्तर प्रदेश विधानसभा सामान्य निर्वाचन 2022

छठे चरण के अंतर्गत 10 जनपदों में पूर्वाह्न 11 बजे तक कुल औसतन मतदान 21.79% रहा।

#ECI
#AssemblyElections2022
#GoVote
#GoVoteUP_Phase6 https://t.co/1add7TK8TJ",0,4
10021,"#OpinionPoll : योगी के चुनाव लड़ने से अखिलेश यादव पर भी चुनाव लड़ने का दबाव बनेगा? देखिए क्या कहते हैं एक्सपर्ट और वरिष्ठ पत्रकार 

@romanaisarkhan | @Abhigyan_AP 

#KBM2022 #UPElections2022 #AssemblyElections2022

#ABPNews Live at : https://t.co/SMm0dUypVm https://t.co/xzjgTzDvId",0,4
10025,"@rohanrgupta पकड़ी गई चूक
बात करो दो टूक
सारी जनता देख रही
सत्ता की ये भूख
#AssemblyElections2022",0,4
10026,"पहले चरण में इन 58 सीटों पर होगा चुनाव, जानिए कौन-कौन मैदान में...

https://t.co/kext93TmjS

#IndiaAheadHindi #UPElection2022 #AssemblyElections2022",0,4
10028,"#BastiPolice विधानसभा  निर्वाचन-2022 में शान्ति/कानून व्यस्था के दृष्टिगत जनपद बस्ती पुलिस द्वारा विशेष अभियान के तहत वांछित, वारंटी व शान्ति भंग में कुल 35 अभियुक्तों को गिरफ्तार किया गया-
#YourVoteMatters
#AssemblyElections2022 
#AgelessDemocracy https://t.co/vMGOiM2Pnr",0,4
10030,"#ElectionWithNN : 'पश्चिमी उत्तर प्रदेश में जाट किसको करेंगे वोट ?  जानिये, 2022 का महादंगल Round 1 Voting Update में LIVE

More Updates : https://t.co/99gyPYfUfv

@manoj_gairola | @peenaz_tyagi | #UttarPradeshElections |   #AssemblyElections2022 #GoVoteUP_Phase1 https://t.co/XyoohiHjIR",0,4
10031,"Goa Election 2022 | गोवा में आम लोगों के क्या हैं चुनावी मुद्दे? किसकी बना रहे सरकार?

#GroudReport | @rounakview 

#GoaElection2022 #GoaElection #ChunavYatra #Goa #KBM2022 #AssemblyElections2022

https://t.co/L416Aogoj8",0,4
10032,"UP Election 2022: नेपाल बार्डर तक दौड़ रहा मोदी-योगी का डबल इंजन, नेपालियों की इच्छा फिर बने भाजपा सरकार

#UPElection2022 #AssemblyElections2022 #BJPGovt @myogiadityanath @narendramodi 
https://t.co/EbzcmA3oJ4",0,4
10033,"#UttarPradeshElections | एग्जिट पोल के नतीजों से क्यों खफा हैं अखिलेश यादव ?

नरेन्द्र भल्ला @nbhallan का ब्लॉग

#ExitPoll #AkhileshYadav #AssemblyElections2022

https://t.co/uXprAGtoGQ",0,4
10034,"योगी की तारीफ में पीएम ने दिया बड़ा बयान, मतदान से पहले किया ये दावा

#NarendraModi #UttarPradeshElections #AssemblyElections2022 
https://t.co/ofjsixYeIv",0,4
10035,"#UPElections2022 :  मतदान करने के बाद #News1India पर क्या बोलीं  यूपी महिला आयोग अध्यक्ष @Vimla_Batham1 देखिए ? 
#ElectionsWithNews1India 
|#UPPolls #AssemblyElections | #AssemblyElections2022 
#विधानसभाचुनाव2022  |  #UPElections2022 |#UttarPradeshElections2022 |#Voting https://t.co/P3TSfqJXOA",0,4
10037,#AssemblyElections2022 काशी को अहंकार या अकड़ से छीना नहीं जा सकता है।काशी को प्रेम से जीया जा सकता है।अहंकार का जवाब काशी बहुत सरल ढंग से दे देती है।,0,4
10038,"Have you heard this?? 
यह सुना आपने??

#AssemblyElections2022 will be held in J&amp;K within 6-8 months… 
जम्मू-कश्मीर में असेम्ब्ली पोल्ज़ 6-8 महीने में हो जाएँगे 
#AmitShah 

What you feel about it? कैसा महसूस कर रहे हैं आप इसपर ??",0,4
10039,"#Lucknow : बसपा सुप्रीमो मायावती यूपी चुनाव में कूदीं, 2 फरवरी को आगरा में जनसभा करेंगी बसपा सुप्रीमो, कोविड नियमों का पालन करते रैली बुलाई, सतीश चंद्र मिश्रा ने ट्वीट कर जानकारी दी।
@satishmisrabsp #BSP @Mayawati #AssemblyElections2022 https://t.co/ElyuAdJhMx",0,4
10040,"#Ghoshnapatra: आप चुनाव क्यों नहीं लड़ रहे इस बार?

सुनिए क्या बोले जयंत चौधरी

@Sheerin_sherry @jayantrld 

https://t.co/p8nVQWYM7F

#GhoshnapatraOnABP #KBM2022 #AssemblyElections2022 #SP #JayantChoudhary #RLD #UP https://t.co/i8G7MANkpc",0,4
10041,"Covid-19 Cases: जहां चुनाव हैं वहां क्या है कोरोना की स्थिति, क्या 22 जनवरी के बाद रैली-रोड शो से हट सकती है पाबंदी?
#COVID19 #AssemblyElections2022
https://t.co/2w22VFMrKB",0,4
10042,"चौथा चरण- 60 सीट
27 जनवरी को नोटिफिकेशन
3 फरवरी- लास्ट डेट नॉमिनेशन
23 फरवरी को मतदान 

9 जिले- पीलीभीत, लखीमपुर खीरी, सीतापुर, हरदोई, लखनऊ, उन्नाव, रायबरेली, फतेहपुर, बांदा 
#UPElection2022 
#AssemblyElections2022",0,4
10044,"#ShamliPolice
आज दिनांक 09.03.2022 को वरिष्ठ पुलिस अधीक्षक शामली @SukirtiMadhav के निर्देशन में अपराधियों के विरुद्ध कार्यवाही में #ShamliPolice द्वारा:-

➡️ लूट में 01

कुल 01 अभियुक्त किया गिरफ्तार ।
#UPPolice #YourVoteMatters #AssemblyElections2022 https://t.co/6qTGpwCIn6",0,4
10045,"#AssemblyElections2022 : चुनाव आयोग ने 5 राज्यों से अबतक 1 हजार करोड़ से अधिक का सामान जब्त किया

#Elections2022 #ElectionCommissionOfIndia
@ECISVEEP @SpokespersonECI

https://t.co/0CiwEbdqKp",0,4
10046,"#Moradabad : डिप्टी सीएम दिनेश शर्मा का मुरादाबाद दौरा, अलीगढ़ से पहुंचें मुरादाबाद डिप्टी सीएम दिनेश शर्मा, सुबह 10:30 बजे दिनेश शर्मा प्रभावी मतदाता संवाद करेंगे, डोर-टू-डोर जनसंपर्क से जनता को कराएंगे अवगत |
@drdineshbjp #BJP #AssemblyElections2022 https://t.co/ywt07lyvKt",0,4
10047,"#Punjab : AAP के CM कैंडिडेट भगवंत मान आज धुरी में दाखिल करेंगे नामांकन |
@BhagwantMann #PunjabElections2022 @AAPPunjab @ArvindKejriwal #AssemblyElections2022 #ElectionsWithknews https://t.co/7FBD5pNuoo",0,4
10048,"पुलिस अधीक्षक शामली @SukirtiMadhav के निर्देशन में थाना कैराना पुलिस द्वारा वाहन चोर गिरफ्तार, कब्जे से चोरी की 01 मोटरसाइकिल व अवैध देशी शराब बरामदः-
#UPPolice #YourVoteMatters #AssemblyElections2022 #AgelessDemocracy https://t.co/P0gcAp9qyA",0,4
10049,"आज पंजाब की सभी 117 सीटों और उत्तर प्रदेश के तीसरे चरण की 59 सीटों के लिये मतदान है। मत करना सिर्फ आपका अधिकार ही नहीं, बल्कि ज़िम्मेदारी भी है। 

ज़िम्मेदारी निभायें, आज वोट देने अवश्य जायें। 
@ceoup
@ECISVEEP
@SpokespersonECI
#GoVote
#AssemblyElections2022
#विधानसभाचुनाव2022 https://t.co/k6qG84Sdmd",0,4
10052,"#हरिद्वार_ग्रामीण 
हरिद्वार ग्रामीण विधानसभा क्षेत्र के #घिसुपुरा में जनसंपर्क कर क्षेत्रवासियों का आशीर्वाद मांगा और उनसे अपील की कि 14 फरवरी को मुझे अपना अमूल्य वोट देकर भारी मतों से विजयी बनाएं।
#हरिद्वार_ग्रामीण_क्षेत्र_की_जनता_मांगे_परिवर्तन 
#AssemblyElections2022 https://t.co/dpszIjDIdC",0,4
10054,"ये है ताकत, ये है जान
वोट से अपनी पहचान

उत्तर प्रदेश में फेस-3 के अंतर्गत 59 विधान सभा क्षेत्रों में होगा मतदान

मतदान की तिथि: 20 फरवरी, 2022

@ECISVEEP
@SpokespersonECI

#ECISVEEP #ElectionCommissionOfIndia
#NoVoterToBeLeftBehind
#AssemblyElections2022
#विधानसभाचुनाव2022 https://t.co/KR58tcjrFm",0,4
10055,"#UPPolice 
#AssemblyElections2022 के दृष्टिगत #SPCkt श्री धवल जायसवाल के निर्देशन में #SHO_मऊ तथा उनकी टीम ने एक गांजा तस्कर को गिरफ्तार कर 05 लाख 10 हजार की कीमत का गांजा बरामद  किया। https://t.co/GgWxOZuWrv",0,4
10056,"#विधानसभाचुनाव2022 के दृष्टिगत जनपद में शान्ति एवं कानून व्यवस्था को बनाये रखने हेतु थाना तालग्राम पुलिस द्वारा संदिग्ध व्यक्ति/ वाहनों की चेकिंग का अभियान चलाया गया।
#UPElection2022 
#UPPolice 
#AssemblyElections2022 
#YourVoteMatters https://t.co/76ilrOGcJ8",0,4
10057,"उत्तर प्रदेश में 4 चरणों का मतदान हो चुका है और सभी पार्टियां अपने-अपने बहुमत का दावा कर रही हैं. इसे लेकर अब सीएम योगी आदित्यनाथ ने बड़ा बयान दिया है और सपा पर निशाना साधा.

#UttarPradesh #AssemblyElections2022 #CMYogi

https://t.co/R5T4m6jYyD",0,4
10058,"आज दिनांक-11 जनवरी, 2022 को सायं 5 बजे,  #Dhanaulti  
                   ""#जय_उत्तराखंड_जय_उत्तराखंडियत""
#uttarakhand #Congress 
#AssemblyElections2022 https://t.co/X29VkAAARZ",0,4
10059,"नेताजी, खर्च संभल कर कीजिए.....चुनाव आयोग की लिमिट 
#AssemblyElections2022 #IndiaNews #ITV 
@rashid_hashmi https://t.co/vYZYX6JmZW",0,4
10061,"चुनावी टाइम' की 'फुसलाओ योजना' पर बेहद उम्दा कटाक्ष 🙆

#AssemblyElections2022 https://t.co/Z1p7JN1BNw",0,4
10062,"#BastiPolice चौकी महाराजगंज थाना कप्तानगंज पुलिस बल द्वारा विधानसभा चुनाव 2022 के दृष्टिगत चौकी क्षेत्र में पैदल गश्त करते हुए संदिग्ध वाहन/व्यक्तियों की सख्ती से की गई चेकिंग-
 #YourVoteMatters
 #AssemblyElections2022 
#AgelessDemocracy https://t.co/olp2qXCFpo",0,4
10063,"गोवा में अमित पालेकर आम आदमी पार्टी #AAP का CM चेहरा होंगे, अरविंद केजरीवाल ने किया एलान.
@ArvindKejriwal #AAP #AssemblyElections2022
#AmitPalekar
#GoaElections2022 #GoaElections",0,4
10064,पुलिस अधीक्षक औरैया @vermaabhishek25 के निर्देशन में #AssemblyElections2022 के दृष्टिगत जनपद औरैया के थानाध्यक्षों द्वारा अपने-अपने थाना क्षेत्र में पैदल गश्त कर संदिग्ध व्यक्तियों/वाहनों की चेकिंग कर आम जनमानस को सुरक्षा का भरोसा दिलाया ।#AgelessDemocracy #YourVoteMatters https://t.co/pJkkTBWloK,0,4
10065,"#ExitPollOnTNNavBharat: आएंगे या 'थोड़े से' चूक जाएंगे? सचमुच 300 पार या गठबंधन सरकार?

@navikakumar और @SushantBSinha के साथ देखिए, #UttarPradesh में किसकी बनेगी सरकार? LIVE

#AssemblyElections2022 @VetoYourVoice #JanGanKaMann #ExitPoll https://t.co/Rah9S5SKeF",0,4
10067,"पहले दो चरणों में
ना तो UP में गर्मी
कम पड़ने वाली है;
और ना ही कोई
शिमला बन रहा है।

गोरखपुर मठ की
साफ़-सफ़ाई ज़रूर
शुरू कर देनी चाहिए।

#UPElections2022 
#AssemblyElections2022 
Copy sh. @PuneetJanguINC ji https://t.co/qG4Uobaawf",0,4
10068,"राहुल गांधी ने दावा करते हुए कहा कि सरकार बनेगी तो कांग्रेस पार्टी की ही बनेगी. इस दौरान राहुल ने BJP पर भी निशाना  साधा है.

#GoaElections2022 #RahulGandhi #AssemblyElections2022 

https://t.co/crw8q959wg",1,4
10069,"उत्तर प्रदेश का चौथा चरण का चुनाव
अधिसूचना 27 जनवरी
नामांकन की आखिरी तारीख 3 फरवरी
नामांकन की जांच 4 फरवरी
नाम वापसी 7 फरवरी
मतदान 23 फरवरी
#AssemblyElections2022",0,4
10070,"पुलिस अधीक्षक @SwapnilMamgain के निर्देशन में #AssemblyElections2022 को निष्पक्ष, शांतिपूर्ण व सकुशल सम्पन्न कराने हेतु थाना भोगनीपुर पुलिस द्वारा 01 नफर अभियुक्त को अवैध तमंचा व कारतूस के साथ गिरफ्तार किया गया। #YourVoteMatters
#AgelessDemocracy https://t.co/YwybFD9u3a",0,4
10071,"#UPPolice #UPPInNews 👉50-50 हजार रूपये के 03 इनामिया गिरफ्तार, दो कार, अवैध शस्त्र व 43,100/-रुपये बरामद।
 #YourVoteMatters
 #AssemblyElections2022 
 #AgelessDemocracy https://t.co/BjoUe7ahaH",0,4
10072,"ओवैसी की पार्टी ने यूपी में किया गठबंधन का ऐलान, इन दलों का मिला साथ 
#UttarPradeshElections
#UttarPradeshElections2022
#AssemblyElections2022
#AIMIMUttarPradesh https://t.co/76InH9UvHd",0,4
10073,"पोलिंग पार्टियों का स्थानांतरण।

#AssemblyElections2022  #ECI #ElectionCommissionOfIndia 
#GoVote 
@ECISVEEP @ceoup @SpokespersonECI https://t.co/o2ULDiNSm1",0,4
10077,"किसके कितने वोट?......किसकी होगी जीत ?
#AssemblyElections2022 #IndiaNews #ITV 
@rashid_hashmi @AnaArchana @AChaturvediUp https://t.co/e4BRHI7lSx",0,4
10078,"#AssemblyElections2022 को सकुशल एवं भयमुक्त वातावरण मे संपन्न कराने हेतु माननीय पर्यवेक्षक विधानसभा मेहदावल द्वारा @kbn_ps_Bakhira क्षेत्रान्तर्गत क्रिटिकल एवं बल्नरेबल बूथों का किया गया निरीक्षण, दिए गए आवश्यक दिशा निर्देश । #YourVoteMatters #AgelessDemocracy https://t.co/Qj9aYVWlR6",0,4
10079,"UP Polls : Many seats in Kannauj have more fierce competition than IPL 
हर एक वोट होता है जरूरी: कन्नौज में कई सीटों पर आईपीएल से ज्यादा हुई है कांटे की टक्कर
#kannauj #कन्नौज #विधानसभा_चुनाव 
#AssemblyElections2022
https://t.co/qPWDs3BHQF",0,4
10080,"पुलिस अधीक्षक @SwapnilMamgain के निर्देशन में व अपर पुलिस अधीक्षक के मार्गदर्शन में थाना शिवली पुलिस द्वारा दुष्कर्म के अभियोग मे वांछित एक नफर अभियुक्त को गिरफ्तार किया गया। 
#YourVoteMatters
#AssemblyElections2022  
#AgelessDemocracy https://t.co/U2KxNZYSDD",0,4
10081,"#AssemblyElections2022: मणिपुर में 2 तो पंजाब, गोवा और उत्तराखंड में एक चरण में होगा चुनाव: CEC",0,4
10082,"बदायूं जनपद के शेखुपर विधानसभा क्षेत्र से कांग्रेस प्रत्याशी फराह नईम प्रेस कॉन्फ्रेंस में फूटकर रोईं. 

#UttarPradesh #AssemblyElections2022 #Congress #FarahNaim

https://t.co/b85o5tpNKe",0,4
10083,"#GhosnaPatra: बीजेपी के बाद अब सपा के साथ सरकार बनने पर अलग क्या होगा?

घोषणापत्र में ओम प्रकाश राजभर @oprajbhar 

@akhileshanandd 

LIVE देखें - https://t.co/Vfzoq1L7u8

#GhoshnaPatraOnABP #OmPrakashRajbhar #UPElections2022 #AssemblyElections2022 https://t.co/zyNyiqeEJb",0,4
10085,"कल प्रभासाक्षी की टीम बढ़ रही है लखनऊ की ओर, UP की हर अपडेट के लिए हम से जुड़े रहें https://t.co/0FJxCmbyNM

#PrabhasakshiNewsNetwork #ElectionsWithPrabhasakshi #UPHaiSakshi #UPElections2022 #UttarPradeshElections2022 #Lucknow #AssemblyElections2022 https://t.co/uK44FpCgr1",0,4
10086,"Assembly Elections 2022: चुनाव आयोग ने रैलियों, रोड शो पर लगी रोक 31 जनवरी तक बढ़ाई, यहां दी गई थोड़ी राहत
@SpokespersonECI @ECISVEEP #AssemblyElections2022 
https://t.co/ZeHr0QaESl",0,4
10087,"रुझान पता चल गया पहले चरण का ।
“भगवा छा रहा है”

#AssemblyElections2022",0,4
10091,"आगामी चुनाव-22 के शांतिपूर्ण संपादन के दृष्टिगत DIG/SP के निर्देश के क्रम में थाना क्षेत्र लहरपुर, खैराबाद, सिधौली 
 व कमलापुर अन्तर्गत अर्द्धसैनिक बल के जवानों व सम्बन्धित थाने के पुलिस बल द्वारा फ्लैग मार्च किया गया। #YourVoteMatters  #AssemblyElections2022 #AgelessDemocracy https://t.co/rxZDY91WBd",0,4
10093,"#Elections2022 : पश्चिमी यूपी में किसकी लहर है?

@manogyaloiwal @preetiddahiya @ReporterAnkitG @pankajjha_ 

#UPElections2022 #UttarPradesh #AssemblyElections2022 #AmitShah  

#ABPNews Live at : https://t.co/Ncm8RpgHcG https://t.co/C4JijtFGu7",0,4
10095,"#DIG/SPDeoria के निर्देशन मे #विधानसभाचुनाव2022  के दृष्टिगत थाना बरहज पुलिस वअर्द्धसैनिक बलों द्वारा संदिग्ध व्यक्ति/वाहन एवं बिना मास्क वाले व्यक्तियों की चेकिंग तथा कोविड 19 से बचाव हेतु नियमो के पालन हेतु बताया गया 
#YourVoteMatters
#AssemblyElections2022
#AgelessDemocracy https://t.co/9JWwcewFi0",0,4
10096,"LIVE: यूपी में 55 सीटों पर वोटिंग जारी, 9 बजे तक 9.45% हुआ मतदान -

#AssemblyElections2022 #GoaElections2022 #uttrakhandElection2022 #UttarPradeshElections2022 https://t.co/9CvYeB8TfZ via @SatyaHindi",0,4
10097,"शिवपाल यादव ने कहा, 10 मार्च को जैसे ही नतीजे आएंगे बीजेपी के सब लोग ठंडे हो जाएंगे.

#UPElections2022 #Elections2022 #ShivpalYadav #AssemblyElections2022 

https://t.co/e5SUEgyFok",0,4
10098,"#UttarPradesh की 15 सीटों पर चुनाव लड़ेंगे...आज उम्मीदवारों के नाम फाइनल हो जाएंगे - Sanjay Nishad, राष्ट्रीय अध्यक्ष, निषाद पार्टी
@mahamana4you

#nishadparty #BJP #UPElections2022 #AssemblyElections2022 #UttarPradeshElection2022 https://t.co/nRTC2W9OXV",0,4
10099,"राजनीतिक दलों को क्रिमिनल बैकग्राउंड वाले प्रत्याशियों की जानकारी अपनी वेबसाइट पर देनी होगी, ये भी बताना होगा कि मुकदमों के बाद भी टिकट क्यों दिया, जिताऊ कैंडिडेट का बहाना नहीं चलेगा: सुशील चंद्रा
#AssemblyElections2022 #Elections2022 #ElectionCommission",0,4
10101,"UP Elections | मध्य यूपी में बना हुआ बीजेपी का दबदबा
#UttarPradeshElections2022 | #UttarPradeshElections | #AssemblyElections2022 | #ExitPollOnZeeUPUK | #ZeeExitPoll https://t.co/gVSawmxkpG",0,4
10102,"https://t.co/RVnP6jh5Mo Live || साढ़े नौ बजे तक 9 फीसद हुआ मतदान

#ManipurElections2022 #Elections2022 #AssemblyElections2022 https://t.co/YlwOigiyiD",0,4
10103,"Uttarakhand Election: भाजपा के विधानसभा प्रत्याशियों की सूची जारी, जाने किसे कहां से मिला टिकट 
#UttarakhandElections2022
#AssemblyElections2022
#bjplist https://t.co/6S1LqfArCg",0,4
10104,"#Delhi : थोड़ी देर में बीजेपी में शामिल होंगे आरपीएन सिंह |
@SinghRPN @BJP4India #AssemblyElections2022 #ElectionsWithKnews #Elections2022 @INCIndia https://t.co/opvGLuuu8b",0,4
10106,"बाहुबली के साथ 'भाईजान'.. साथ आएंगे कितने मुसलमान?
#SuperPrimeTime | #UPElections2022 | #AssemblyElections2022 | #AkhileshYadav | #Chandrashekhar | @dineshgautam1 https://t.co/qnEyePrzEC",0,4
10107,"#DIGRangeJhansi महोदय द्वारा SP जालौन एवं ASP व समस्त CO’s/SHO’s/SO’s के साथ आगामी विधानसभा सामान्य निर्वाचन-2022के दृष्टिगत कोविड-19गाइडलाइन का पालन करते हुये गूगल मीट के माध्यम से गोष्ठी कर आवश्यक दिशा निर्देश दिये गये #YourVoteMatters
 #AssemblyElections2022 
#AgelessDemocracy https://t.co/jS73EkGQ2Y",0,4
10108,"""हम देश की जनता और उसके सामर्थ्य पर भरोसा करते हैं, हम वो नीतियां बना रहे हैं जिनसे उन्हें अवसर मिले. सरकार का काम व्यवसाय करना नहीं है. परिवारवाद समाजवाद नहीं है, ये लोकतंत्र के लिए खतरा है"": प्रधानमंत्री मोदी 

#PMModi #AssemblyElections2022 #RE https://t.co/YLVOSfBE41",0,4
10110,"उत्तर प्रदेश में 7 चरणों में, 10 फरवरी से 7 मार्च तक मतदान;
पंजाब, उत्तराखंड और गोवा में 14 फरवरी को मतदान और मणिपुर में 27 फरवरी और 3 मार्च को मतदान।
मतगणना 10 मार्च को : @ECISVEEP
#AssemblyElectionDate2022
#AssemblyElections2022 https://t.co/t61RYLeszA",0,4
10111,"5 राज्यों में चुनावी बिगुल..आज तारीखों का ऐलान

#ElectionCommissionofIndia | #PunjabElections2022 | #ElectionCommission | #UttarakhandElections |  #AssemblyElections2022 |  @manishtv9 | @Mmohit_Malhotra | @RAVIMISHRA_TV | @shubhankrmishra https://t.co/mKKrf5bQ8n",0,4
10113,"#AssemblyElections2022 के दृष्टिगत अवैध शराब के विरुद्ध चलाये जा रहे ऑपरेशन प्रहार के क्रम में क्षेत्राधिकारी सादाबाद, उपजिलाधिकारी सादाबाद व आबकारी टीम द्वारा संयुक्त रूप से थाना सादाबाद क्षेत्रांन्तर्गत संदिग्ध वाहनों, शराब की दुकानों की चैकिंग की गई ।
#OperationPrahaar https://t.co/KBf15qjDIp",0,4
10114,डेली इनसाइडर की तरफ से रीना द्विवेदी की सभी से अपील @ceoup @ECISVEEP @AdminLKO #UPElection2022 #AssemblyElections2022 https://t.co/kp13b29FNw,0,4
10117,"कानपुर लोकसभा के अंतर्गत छावनी विधानसभा के वार्ड - 07 त्रिवेणी नगर कैंट में मण्डल उपाध्यक्ष नीलम अवस्थी जी के आवास पर भाजपा प्रत्याशी श्री रघुनंदन भदौरिया जी के समर्थन में आयोजित बैठक में उपस्थित रहा ।

#AssemblyElections2022 https://t.co/hpXQJ0ij9N",0,4
10118,"@RoflGandhi_ किसी को चॉकलेट खिला पाएँ या नहीं, प्यारे गुल्लूओ को बिस्कुट ज़रूर खिलाए ❣❤🎉 🍫✌
#AssemblyElections2022 #VelentinesDay2022 https://t.co/5t2DkKOKXT",0,4
10119,"#टिकट_जिवीयों को किसी भी पार्टियों की किसी भी विचारधारा से कोई लेना देना नहीं है।
इनको बस टिकट चाहिए, चाहे वो कहीं से भी मिले।।
#AssemblyElections2022",0,4
10122,"#AssemblyElections2022
अर्जुन अवार्डी व सुप्रसिद्ध बैडमिंटन खिलाड़ी श्री अभिन्न श्याम गुप्ता जी ने आज गोल्डन जुबली मतदान केंद्र पर मतदान किया।
@ceoup @ECISVEEP @SpokespersonECI https://t.co/vaiswKlswd",0,4
10123,"#UPPolice #deoriapolice 
#विधानसभाचुनाव2022 #AssemblyElections2022 के दृष्टिगत थाना महुआडीह पुलिस द्वारा 02 शातिर पशु तस्करों के विरुद्ध गैंगस्टर ऐक्ट के अंतर्गत अभियोग पंजीकृत करते हुए नियमानुसार विधिक कार्यवाही की जा रही है।
#YourVoteMatters 
#AgelessDemocracy",0,4
10124,"#AssemblyElections2022 | पंजाब की 117 सीटों पर एक चरण में होगा चुनाव

🗳️चुनाव तारीख: 14 फरवरी

🔴परिणामः 10 मार्च 2022

#PunjabElections2022",0,4
