index,text,label
35237,हल्द्वानी की जनता और पार्टी के ताउम्र रहेंगे एहसानमंद सुमित हृदयेश,4
35238,उत्तराखण्ड वालों ने के सपनों को बड़ी बेरहमी से कुचल डाला।,4
35241,चुनाव मतलब न्यूज देखिए सबसे तेज नतीजे मार्च को सुबह बजे से लगातार पर,4
35242,कर्मठ ईमानदार कार्यकर्ता कुछ समय से की आलोचन में लगे हुए हैं लेकिन मान्यवर आपके है जवाब देही आपकी बनती हैं सवाल आपसे ही पूछा जाएगा क्युकी आप सत्ता में है इसके विपरीत प्रश्न से ही किया जा रहा है उपलब्धि पूछ लो तो ब्लॉक कर देते है,4
35243,राज्यों में चुनावों का हुआ ऐलान उत्तराखंड में फरवरी को एक फेज़ में वोटिंग होगी और मार्च को परिणामों की घोषणा की जाएगी।,4
35244,कार्यालय द्वारा जानकारी दी गई कि उत्तराखण्ड में आदर्श आचार संहिता लागू होने के बाद फरवरी तक निम्न कार्रवाई की गई।,4
35247,उत्तराखंड खत्म होने को है बीजेपी की दूसरी लिस्ट का इंतजार यहां फंसा था तगड़ा पेंच,4
35248,ऊधमसिंह नगर के किच्छा में पर्ची पर बांटी जा रही थी शराब प्रशासन ने शराब की दुकान को सील कर बरामद पर्ची किस राजनीतिक दल की थी उसकी जानकारी जुटा रही है।,4
35249,सीएम योगी ने टिहरी में जनसभा को किया सम्बोधित रुड़की का कार्यक्रम हुआ निरस्त,4
35250,महिलाएं हैंडपंप चला रही है पुरुष साइकिल और जो बच गए वो कमल हिला रहे हैं।,4
35251,दंगाई सुरक्षा का भरोसा राष्ट्रीय सुरक्षा,4
35252,मसूरी विधानसभा सीट से कांग्रेस प्रत्याशी गोदावरी थापली ने बीजेपी प्रत्याशी गणेश जोशी पर गंभीर आरोप लगाए हैं उन्होंने गणेश जोशी को फौज का भगोड़ा बताया है,4
35255,कोरोना काल में मोदी जी ने प्रवासी मजदूरों को बेसहारा छोड़ा,4
35256,कोरोना में ऑक्सीजन नहीं दे पाए मईजून में शिमला बनाने का दावा करने वालेओवैसी,4
35257,हल्द्वानी कितने पढ़ेलिख और संपत्ति के मालिक हैं सुमित हृदयेश और जोगेंद्र रौतेला,4
35258,उत्तराखंड में अबकी बार पार के नारे के साथ चुनाव मैदान में उतरी कई मौजूदा विधायकों के कट सकते हैं टिकट,4
35261,उत्तराखंड में महिला प्रत्याशी मैदान में दो जिलों से कोई नहीं जानिए पिछले चुनाव में क्या थी तस्वीर,4
35264,देहरादून चुनाव फ्लाइंग स्क्वायड टीम ने कार से पकड़े ₹ लाख पैसे जब्त टीम करेगी कार्रवाई,4
35265,हरीश रावत ने ईवीएम से छेड़छाड़ की आशंका पर स्ट्रॉन्ग रूम के बाहर अपने कार्यकर्ताओं को तैनात कर दिया है,4
35266,उत्तराखंड दौरे पर सीएम शिवराज ने राहुल गांधी और केजरीवाल पर साधा निशानायह राहुल और केजरीवाल दोनों राहु और केतु है,4
35267,धर्मनगरी से सबसे बड़ी राजनीतिक बहस हरिद्वार से स्पेशल शो आर पारशाम बजे,4
35269,बीजेपी सांसद अनिल बलूनी का बड़ा बयान कोरोना काल में भी उत्तराखंड में विकास का काम नहीं रुका।,4
35272,धामी के लिए उत्तराखंड फिर से भरेगा हामीया फिरकांग्रेस को मिलेगा देवभूमि की जनता का आशीर्वाद सुदर्शन के का सीधा सर्वे लावनी विनीत के साथ,4
35274,ये पार्टी तय करेगी कि मुझे चुनाव लड़ना है या नहीं और अगर लड़ना है तो कहां से लड़ना है हरक सिंह रावत कांग्रेस,4
35275,भावुक हुए महेश शर्मा बोलेटिकट को लेकर कांग्रेस ने तीसरी बाद दिया धोखा,4
35276,हरिद्वार ग्रामीण सीट पर सबसे कड़ा मुकाबला मंत्री यतीश्वरानंद के खिलाफ मैदान में हैं हरीश रावत की बेटी,4
35277,इस बार मार्च को जब चुनाव के नतीजे आएंगे तो रंगों वाली होली उसी दिन शुरू हो जाने वाली है प्रधानमंत्री नरेंद्र मोदी जी,4
35280,बारिश के चलते अखिलेश यादव व जयंत चौधरी अब हेलीकाप्टर की जगह आ रहे है सड़क मार्ग से दिल्ली से अखिलेश यादवजयंत चौधरी बुलंदशहर के लिये हुए कार से रवाना।,4
35282,बदायूं पूर्व सांसद एवं सपा नेता धर्मेन्द्र यादव का तूफानी दौरासहसवान विधानसभा क्षेत्र के दर्जनों गांवों में आज नुक्कड़ सभाओं को करेंगे संबोधित के राष्ट्रीय अध्यक्ष के भाई हैं धर्मेंद्र यादव,4
35283,धामी खटीमा से होंगे चुनावी मैदान पर के उम्मीदवारों की लिस्ट जारी,4
35285,उत्तराखंड चुनाव धामी के चुनौती देंगे कांग्रेस के भुवन जानिए उनके बारे में सब कुछ,4
35286,उत्तराखंड में तिरंगा लहरायेगा।,4
35287,एक बार फिर हो सकती है में कड़ी टक्कर जानिए कैसे,4
35288,बुआ जी ओ बुआ जी,4
35290,तू जहाँ जहाँ चलेगामेरा साया साथ होगा,4
35291,की प्रेस कॉन्फ्रेंस में यूपी के उम्मीदवारों का ऐलान श्रीकांत शर्मा मथुरा से बीजेपी के प्रत्याशी घोषित,4
35292,जनवरी को जारी हो सकता है का घोषणापत्र महिलाओं के लिए बड़े ऐलान संभव,4
35293,पहलीबार भारत के इतिहास में के खिलाफ़ जंगल के सभी जानवर इकठ्ठा हुए हैं कमज़ोर मन से ही सही।जिसमें एक भी है।अब जनता जनार्दन को तय करना हैजंगली चाहिए या पूरा जंगल।,4
35294,विधानसभा चुनाव के मद्देनजर कांग्रेस पार्टी की राष्ट्रीय महासचिव एवं स्टार प्रचारक प्रियंका गांधी बुधवार को देहरादून में एक चुनावी जनसभा व वर्चुअल रैली को संबोधित करेंगी।,4
35295,यूनिफार्म सिविल कोड की तरफ बढ़ गई बीजेपी,4
35296,उत्तरप्रदेश निवडणुकीच्या दुसऱ्या टप्प्यात टक्के तर उत्तराखंडमध्ये टक्क्यांहून अधिक तसंच गोव्यात सुमारे टक्के मतदान,4
35298,मोदी की पहली वर्चुअल रैली आज,4
35299,गंगोत्री विधानसभा सीट से कर्नल कोठियाल ने किया नामांकन उत्तराखंड नवनिर्माण का संकल्प दोहराया,4
35300,जनता खुद बीजेपी को पसंद कर रही पीएम मोदी,4
35301,इश्क़ कीजिए फिर समझिए ज़िंदगी क्या चीज़ हैअभी तक होता तो यही आया था लेकिन आजवोट कीजिये फिर समझिए ज़िंदगी क्या चीज हैसुबह का नमस्कार स्वीकार होवोट जरूर डालें,4
35302,उत्तराखंड चुनाव कांग्रेस से निष्कासित होने के बाद पूर्व प्रदेश अध्यक्ष किशोर उपाध्याय ने भाजपा का दामन थामा,4
35303,अपर्णा यादव ने कहा यूपी में सिर्फ बाबा तुष्टिकरण करने वालों का मुंह तोड़ना पड़े तो तोड़ दीजिएगा,4
35304,ने जारी की पहली सूची उम्मीदवारों के नाम तय सीएम धामी के खिलाफ मैदान में भुवन चंद्र,4
35306,सभी में पर बुलडोजर चढ़ गया है भगवा रंग चढ़ने के बाद अब दिखने भी लगा है,4
35307,अपनी जिंदगी में हम हर रोज न जाने कितने ही किरदार निभाते हैं तो भला फिर मतदाता वाला किरदार निभाने से क्यों चूकें,4
35308,सबसे पहले वोट उसके बाद में डेट बजरंगदल वालो से बच जाओ तो,4
35312,विधायकों को राजस्थान या छत्तीसगढ़ भेजने की तैयारी में कांग्रेस,4
35313,मैं अपनी गलतियों से ही सीखता हूं मौका मिला तो करप्शन पर लगाम लगाने की कोशिश करूंगा हरीश रावत पूर्व सीएम उत्तराखंड,4
35314,जन की बात इंडिया न्यूज़ ओपीनियन पोल उत्तराखंड में ब्राह्मण किस पार्टी की ओर जा रहेकांग्रेस बीजेपी अन्य तय नहीं,4
35315,के पूर्व मुख्यमंत्री और नेता विधानसभा चुनाव नहीं लड़ना चाहते हैं इसके लिए उन्होंने पार्टी के राष्ट्रीय अध्यक्ष को पत्र लिखा है,4
35321,आज भदोही विधानसभा में प्रत्याशी भाई रविंद्र त्रिपाठी के लिए वोट की अपील की,4
35323,घर से बाहर निकलिएभाजपा को वोट दिजिएमोदीजी योगी जी के हाथ मजबूत कीजिए । जय श्री राम,4
35325,भाजपा के वरिष्ठ नेता सतपाल महाराज ने पौड़ी ज़िले के चौबट्टाखाल क्षेत्र में मतदान किया। उन्होंने कहा आज चौबट्टाखाल विधानसभा में मैंने पहला वोट डाला। सभी लोगों से आग्रह हैं कि वे अपने घरों से बाहर निकलें और वोट डालें।,4
35326,हरक सिंह रावत की बहू और कांग्रेस नेता अनुकृति रावत इंडिया न्यूज़ पर,4
35328,उत्तराखंड का सबसे बड़ा ओपिनियन पोल देखिए उत्तराखंड सीट गढ़वाल सीट कुमाऊं पर,4
35329,हम सब लेते हैं हम जहाँ कहीं भी रह रहे हों मगर अपने में जाकर डालेंगे।,4
35330,विधानसभा मंगलौर उत्तराखंड में श्री काजी निजाम्मुद्दीन जी के समर्थन में चुनावी सभा में माननीय श्री साहब के सम्बोधन की कुछ झलकियां,4
35331,आपका क्या खयाल है किस पार्टी को आप उत्तराखंड में देखना चाहते हैं,4
35333,सीएम योगी आदित्यनाथ का बड़ा दावा बोले प्रदेश में से ज्यादा सीट जीतेंगे।,4
35334,प्रियंका गांधी ने उत्तराखंड के लिए जारी किया कांग्रेसा का घोषणा पत्र,4
35335,पहली बार किसी दल ने अपने घोषणा पत्र में पत्रकारों को जगह दी,4
35337,हरियाणा जो नौकरियां देने में फिसड्डी रहा है उसमें जरूर योगी का हाथअब और क्या प्रूफ चाहिए खट्टर साहब आपको करो केस उस एजेन्सी पर जिसने आपको नौकरी नहीं देने दी,4
35338,उत्तर प्रदेश के सीएम योगी जब प्रचार के लिए उत्तराखंड पहुंचे तो पत्रकारों ने उनसे पूछा कि क्या कांग्रेस उनके लिए बड़ी चुनौती है जिसपर उन्होंने कहा दो भाई बहन पर्याप्त हैं कांग्रेस को समाप्त करने के लिए कोई चुनौती नहीं है।,4
35339,उत्तरप्रदेश कांग्रेस उम्मीदवारों की पहली लिस्ट जारी,4
35340,उत्तराखंड में पुनः मोदी दल की सरकार।,4
35342,कुमाऊं की सोटों का हाल जानिए विशेषज्ञों से उत्तराखंड का सबसे बड़ा ओपिनियन पोल देखिए पर,4
35343,भाजपा में शामिल हुए किशोर उपाध्यायटिहरी से लड़ेंगे चुनाव साल से कांग्रेस में थे एक समय पर राजीव गांधी के करीबियों में शामिल थे।,4
35345,चुनाव से ठीक पहले उत्तराखंड के मंत्री हरक सिंह रावत भाजपा से छह साल के लिए निष्कासित मंत्रिमंडल से भी बर्खास्त,4
35346,निकलो बाहर मकानों से,4
35348,मसूरी को कूड़ा मुक्त बनाने के लिए विभिन्न संगठनों ने बनाई रणनीति।।,4
35349,ये देखिये बेशर्म के काम। काम करती नही बस रिश्वत देना इनका काम। लेकिन अब की बार कोई झांसे मे नही आने वाला।,4
35350,जस्न तो अवस्य होगा,4
35351,उत्तरकाशी उत्तराखंड के मुख्यमंत्री पुष्कर सिंह धामी ने चिन्यालीसौर में मनकामेश्वर मंदिर पहुंचकर पूजा अर्चना की।,4
35352,कांग्रेस की सरकार बनने पर उत्तराखंड में गैस के दाम के पार नहीं होने के वादे पर हरीश रावत ने कहा ये संभव है हमने पूरा गणित लगाकर ये वादा किया है,4
35357,देवभूमि से दिल्ली कनेंक्ट का क्या प्लान है का देखिए,4
35358,मैंने दिल्ली की जनता से कहा है कि अगर में तक यमुना को साफ नहीं कर पाऊं तो मुझे वोट मत देना दिल्ली के मुख्यमंत्री,4
35359,उत्तराखण्ड विधानसभा चुनाव के अंतर्गत सहसपुर विधानसभा में वर्षीय कान्ता देवी ने अपने मताधिकार का प्रयोग किया।,4
35360,उत्तर प्रदेश का पांचवें चरण का मतदान जारी तीन बजे तक करीब प्रतिशत मतदान,4
35362,में जिलों की सीटों पर आज मतदान है। कई दिग्गजों की किस्मत दांव पर है।,4
35363,कांग्रेस का घोषणापत्र जारी महिलाओं को लुभाने की दिखी कोशिश,4
35365,भाजपा ने मुख्य चुनाव आयुक्त को लिखे पत्र में मांग की है कि किसी भी बुर्का पहने महिला को उनकी पहचान सुनिश्चित किए बिना मतदान करने की अनुमति नहीं दी जानी चाहिए,4
35366,राहुल गांधी बोले सत्ता में आए तो न्याय योजना लागू करेंगे,4
35367,कान पकड़कर उठकबैठक कर रहे बीजेपी नेता का वीडियो वायरल अखिलेश यादव ने उड़ाया मजाक,4
35369,उत्तराखंड सीएम कल करेंगे नामांकन खटीमा सीट से पर्चा भरेंगे धामी हरीश रावत जनवरी को करेंगे नामांकन दाखिल उत्तराखंड में फरवरी को होने है मतदान,4
35372,पांच राज्यों में चुनाव तारीखों का हो रहा है ऐलान,4
35374,में ने क्या रणनीति बनाई हैदेखें पूरी खबर,4
35376,उत्तराखंड बची में में से सीटों पर कांग्रेस की ने लगाई मुहर रामनगर सीट से हरीश रावत,4
35377,उत्तराखंड के पूर्व मुख्यमंत्री त्रिवेंद्र सिंह रावत नहीं लड़ना चाहते चुनाव जानिए वजह,4
35378,लेकिन पिछले कुछ सालों में इस क्षेत्र की जो अनदेखी हुई है जिससे मेरा मन बहुत आहत है मगर अब वक्त बदलाव का है और हम सब मिलकर क्षेत्र में विकास की बयार लाएंगे आप सभी के समर्थन के लिए बहुत बहुत धन्यवाद व आभार,4
35379,नेहरू ग्राम में डोर टू डोर जन संपर्क अभियान।,4
35381,टिकट बंटने के बाद भाजपा से पहला रुझान ।,4
35383,किरकिरी के बाद जयंत का यूटर्न वोट डालने जाएंगे मथुरा बहुत कम बचा समय,4
35386,उत्तराखंड कांग्रेस के पूर्व अध्यक्ष किशोर उपाध्याय को पार्टी ने निकाला में शामिल हुए,4
35387,उत्तराखंड कल तक थे नाराज आज राहुल से मिलने के बाद हरीश रावत ने दिया ये बयान,4
35388,उत्तराखंड के मुख्यमंत्री पुष्कर सिंह धामी ने लोगों से रिकॉर्ड वोटिंग की अपील की,4
35390,वर्चुअल प्रचार को लेकर पार्टियों की प्लानिंग शुरू जानें क्या होगा नया,4
35393,ज्योतिषाचं काम घ्यावं इतकी माझी वाईट अवस्था नाहीये शरद पवारांचा नेमका टोला कुणाला,4
35394,सिर्फ एक संख्या नहीं है यह एक नैतिक जीत है यह संख्या कम नहीं होती है सबूत है कि अभी भी रुद्रप्रयाग में इतने ईमानदार लोग बाकी हैं बाकी सब बिक चुके हैं एक तू ही सत्यवादी ओ गोरी बाकी सब कंगाल,4
35395,में किसने आपने साथ षड्यंत्र किया क्या बोले हरक सिंह रावत देखिए घोषणापत्र में देखें,4
35398,लड़का है लड़ नही सकता लेकिन अक्सर थाइलैंड बैंकॉक भाग जाता है,4
35400,इतिहास रचने जा रहा है जनपद इटावा।,4
35401,बीजेपी ने जारी की स्टार प्रचारकों की लिस्ट देखें सीएम योगी समेत लिस्ट में किसकिस का नाम,4
35402,सचिन पायलट उत्तराखंड के चुनावी दौरे पर देहरादून में इंद्राज गुर्जर भी हैं पायलट के साथ आज दिनभर रहेगी इंद्राज की भी संगठनात्मक व्यस्तता,4
35403,बॉलीवुड सिंगर जुबिन नौटियाल के पिता रामशरण नौटियाल को बीजेपी ने उत्तराखंड की चकराता विधानसभा से दिया टिकट,4
35405,ऐसे हो रहा है नगर निगम हल्द्वानी में। बिना देखे प्रस्ताव भेजे बजट मिला तो खपा रहे हैं पब्लिक का पैसा। ये पहली बार नहीं हुआ है कई उदाहरण हैं जब बिना के निर्माण कार्यों को गती दी गयी।,4
35407,यूपी से उत्तराखंड तक बीजेपी का शंखनाद,4
35409,अगर आप उत्तराखंड में विकास की अविरल धारा चाहते हो तो अपने जीवन का पहला वोट करें के नाम ।सुनिये के राष्ट्रीय प्रवक्ता को।,4
35410,पीएम मोदी की उत्तराखंड में मिशन की जोरदार शुरुआत हजार करोड़ की योजनाओं का करेंगे शिलान्यासलोकार्पण,4
35411,उत्तराखंड चुनाव के लिए बीजेपी ने जारी की उम्मीदवारों की लिस्ट,4
35412,उत्तराखंड कांग्रेस की कलह खत्म राहुल से मिलने के बाद कैंपेन कमेटी के चीफ बने हरीश रावत बोले कांग्रेस के गीत गाए जा,4
35413,दूर हुई कड़वाहट बैठक के बाद बोले रावत मैं नेतृत्व करूंगा,4
35415,उत्तराखंड विधायकी पर फैसला ईवीएम में हुआ दर्ज,4
35416,कांग्रेस के मुस्लिम यूनिवर्सिटी के एलान के बाद बीजेपी का बड़ा दांव उत्तराखंड में मुख्यमंत्री पुष्कर धामी लागू,4
35419,कांग्रेस तुस्टीकरण पर विश्वास करती हैअसम मुख्यमंत्री हिमंता बिस्वा सरमा,4
35420,हरक सिंह रावत का बयान बर्खास्त होने की जानकारी नही,4
35423,ये हैं उत्तराखंड में के उम्मीदवार देखें पूरी खबर,4
35424,तुम सुधरोगे नही अपनी कुंठित सोच को काबू करो राज्य निर्माण व राज्य आन्दोलन में सबकी भूमिका रही हैमेरे भैजी अभी अपनी पार्टी के नेताओं के नाम बताने वाले हैं जिनका राज्य आन्दोलन में सक्रिय भूमिका रही है और आपका मुंह बंद कर देगें,4
35427,उत्तर प्रदेश एग्जिट पोल ने समाजवादी पार्टी की नींद हराम की सपा कार्यकर्ता स्ट्रांग रूम की निगरानी में जुटे कई शहरों में बवाल काटा,4
35428,भाजपा नेता शादाब शम्स ने कांग्रेस पर लगाया बड़ा आरोप तुष्टीकरण के लिए जानबूझकर इलेक्शन के दौरान उठाया गया मुस्लिम यूनिवर्सिटी का मुद्दा।,4
35429,सूत्रों के हवाले से बड़ी खबरः रामनगर से चुनाव नहीं लड़ेंगे हरीश रावत पूर्व सीएम लालकुआं आएंगे चुनाव लड़ने महेंद्र पाल को कालाढुंगी से रामनगर भेजा गया उनकी जगह महेश शर्मा लड़ेंगे चुनाव रणजीत रावत सल्ट जाएंगे,4
35430,चुनाव ऐलान के साथ कांग्रेस के उम्मीदवारों की पहली लिस्ट फाइनल,4
35432,हर गाँव में मुफ्त और बेहतरीन इलाज की सुविधा देंगे हर गाँव तक सड़कें पहुँचाएंगे बुजुर्गों को मुफ्त तीर्थ यात्रा कराएंगे और उत्तराखंड को विश्वभर के हिंदुओं की आध्यात्मिक राजधानी बनाएंगे,4
35433,उत्तराखंड के लिए कांग्रेस का घोषणा पत्र जारी लाख नौकरियों समेत कई ऐलान,4
35434,जीत का दम भरते हुए चुनावी प्रचार में उतरे नेता,4
35435,उत्तराखंड मुख्यमंत्री पुष्कर सिंह धामी ने टनकपुर में घरघर जाकर चुनाव प्रचार किया।,4
35436,खटीमा के एक पोलिंग बूथ पर वोट डालने पहुंचे उत्तराखंड के सीएम चुनाव की सबसे बड़ी कवरेज यहां देखें,4
35437,न्यूज और टुडेज चाणक्या की तरफ से किए गए एग्जिट पोल में उत्तराखंड में दोबारा सत्ता में काबिज होते दिख रही है,4
35438,देहरादून कैबिनेट मंत्री हरक सिंह रावत ने दिया कैबिनेट मंत्री पद से दिया इस्तीफा सूत्र,4
35439,उत्तराखंड विधानसभा चुनाव के लिए नामांकन वापसी के आखिरी दिन भाजपा केवल छह बागियों को ही मनाने में कामयाब रही। निर्दलीय मैदान में उतरे कांग्रेस के दो बागियों ने नामांकन वापस ले लिया।,4
35442,बोले साल की सबसे बड़ी महामारी के दौरान हमने किसी ग़रीब को भूखे नहीं सोने दिया तभी तो सुदूर गाँव की एक माँ कहती है कि अगर हमारा कोई सच्चा बेटा है तो वो मोदी ही है,4
35445,आज कांग्रेस भवन मसूरी में बहन गोदावरी थापली जी को मसूरी विधानसभा से कांग्रेस प्रत्याशी बनाये जाने पर भाई विकास जी के साथ बधाई और जीत की शुभकामनाएं दी। हम सभी कांग्रेसी पूरी एकजुटता से यह चुनाव लड़ेंगे और मसूरी में बदलाव लाएंगे।,4
35446,यूपी के मुख्यमंत्री सीएम योगी की उत्तराखंड में चुनावी जनसभा,4
35449,छोड़िए इसकी शक्ल देख कर बता दीजिए किसकी सरकार बनने जा रही है,4
35450,हरक सिंह रावत कांग्रेस में हुए शामिल भाजपा ने किया था निष्कासित,4
35451,उत्तराखंड चुनाव सपा ने दूसरी सूची जारी की प्रत्याशियों को दिया टिकट,4
35454,उत्तराखंड के ब्रांड एंबेसडर बने,4
35455,को कांग्रेस नहीं उतारेगी चुनावी मैदान में उत्तराखंड में कांग्रेस के में दी जाएगी ज़्यादा महत्वपूर्ण ज़िम्मेदारी,4
35456,अनुसूचित जाति वोट बैंक के सहारे भाजपा को उत्तराखंड में सत्ता वापसी का भरोसा,4
35457,में कवरेज के दौरान लाल कुआं में साल की अम्मा से प्यार पा कर दिन भर की सारी थकान दूर हो गई।,4
35458,उत्तराखंड में किसकी बनेगी सरकार पढ़ें एग्जिट पोल का पलपल का अपडेट,4
35459,के लिए समाजवादी पार्टी ने जारी की प्रत्याशियों की पहली लिस्ट,4
35460,सीएम शिवराज ने राहुल गांधी और अरविंद केजरीवाल को बताया राहुकेतु बोले ग्रहण लगाने का काम करते हैं।,4
35461,पहाड़ों से एक नहीं लाखों जुबिन नौटियाल निकलेंगे,4
35463,उत्तराखंड की पहली वर्चुअल रैली में बोले पीएम मोदी देवभूमि का विकास हमारे लिए पवित्र कार्य जीजान से जुटे हैं।,4
35465,उत्तर प्रदेश में तीसरे चरण का मतदान समाप्त पांच बजे तक प्रतिशत पड़े वोट,4
35466,सिराथू का रण जीतेंगे केशव प्रसाद मौर्या आसपास की सीटों पर भी डाल रहे हैं असर,4
35468,भारत निर्वाचन आयोग की ओर से कोरोना संक्रमण को देखते हुए चुनाव रैलियों जनसभाओं और रोड शो पर आगामी जनवरी तक रोक लगा दी गई है। माना जा रहा है कि यह रोक आगे भी जारी रह सकती है। ,4
35473,फरवरी की शाम बजे या रात को कोई दोस्त अगर अल्मोड़ा जा रहा हो तो हमें भी अपने साथ ले चलें राजनीतिक पार्टियों की गाड़ी तो चल रही है वोटिंग का लिए लोगों को ढोने के लिए हम भी साथ हो लेंगे हां वोट आप को दूंगा ये वादा जैसे आपका चुनावी वादा,4
35474,आज रायपुर विधानसभा से बतौर आम आदमी पार्टी प्रत्याशी अपना नामांकन दाखिल किया।आप सभी का शुभकामनाएं देने हेतु धन्यवाद,4
35475,विधानसभा चुनाव के लिए कांग्रेस नेता हरीश रावत ने लालकुआं विधानसभा क्षेत्र से अपना नामांकन दाखिल किया।,4
35476,हर हर योगीहर घर योगी,4
35477,उत्तराखंड के ब्रांड एंबेसडर बने अभिनेता अक्षय कुमार पहाड़ी टोपी पहन चुनावी मौसम में प्रदेश के ब्रांड एंबेसडर बने अक्षय सीएम पुष्कर सिंह धामी के प्रस्ताव पर अक्षय कुमार ने दी सहमति,4
35478,उत्तराखंड में एक बार कांग्रेस की सरकार बचाने वाले रणजीत रावत इस समय मझधार में फंसे हैं,4
35479,उत्तराखंड में सुबहसुबह आया भूकंप,4
35481,भारतीय जनता पार्टी भाजपा ने उत्तर प्रदेश विधानसभा चुनावों के लिए नौ उम्मीदवारों की नयी सूची आज शाम जारी की।सूची इस प्रकार है मुबारकपुर से अरविंद जायसवालमुहम्मदाबाद गोहना सु से श्रीमती पूनम सरोज,4
35482,पूर्व मुख्यमंत्री ने ट्वीट किया शिवराज सिंह का वीडियोंउत्तराखंड के विधानसभा चुनावों में बीजेपी की स्थिति को बताया हरीश रावत का ट्वीट सोशल मीडिया पर हो रहा है वायरल,4
35483,में योगी आदित्यनाथ ने सुनाई बुलडोजर कथा पब्लिक की मौज कर दी,4
35484,आज बजे के मुखिया के साथ करने वाले थे प्रेस कॉन्फ्रेंस,4
35485,चुनावी बकवास जानवरों के नाम समर्पित चुनाव,4
35487,बाबा काहे पड़े हो चक्कर मेंकोई नही है सपा की टक्कर मे,4
35488,हमारा पुष्कर फ्लावर भी है और फायर भी जब राजनाथ सिंह ने बोला पुष्पा फिल्म का डायलॉग,4
35489,प्रियंका चतुर्वेदी का बीजेपी पर हमला बीजेपी के हाथ से जाने वाली है सत्ता,4
35490,सतपाल महाराज के खिलाफ चुनाव लड़ेंगे हरक सिंह सूत्र,4
35492,युवाओं का जोश हाई है फर्स्ट टाइम वोटर रिद्धि जुयाल की बात सुनिए,4
35494,उत्तराखंड के वरिष्ठ नेता श्री जी तथा उनकी पुत्रवधू श्रीमती अनुकृति गुसाईं रावत जी का कांग्रेस परिवार में स्वागत है। रावत जी का अनुभव और जनजुड़ाव को मजबूती प्रदान करेगा।,4
35495,आज कॉंग्रेस का एक भाजपा में आ गयाकल भाजपा का कॉंग्रेस में चला गयापाँच साल बाद फिर से अदलाबदली हो गयीजनता का क्या पहले भी धक्के खाती थी बाद में और धक्के खाएगीनेता बस अपना घर ही भरेंगे विकास उनका ही होगाजनता के हिस्से बस ठोकरे ही है,4
35496,उत्तराखंड चुनाव से पहले केंद्रीय गृह मंत्री अमित शाह ने उत्तराखंड में बाबा रुद्रनाथ मंदिर में की पूजा अर्चना और स्थानीय लोगो में बाटे पर्चे।,4
35497,जनपद चमोली के जोशीमठ क्षेत्र में मतदान के लिए उत्साही महिलाएं।,4
35498,उत्तराखंड मुख्यमंत्री ने टनकपुर में घरघर जाकर चुनाव प्रचार किया।,4
